genero,sede,ingreso
hombre,Buenos Aires,165924.27573005817
mujer,Santa Fe,59934.455374607234
mujer,Mendoza,36065.339098158875
mujer,Mendoza,148873.21027121186
hombre,San Luis,197739.23874252243
mujer,Mendoza,15649.59325346835
mujer,Córdoba,128245.72340734571
mujer,Mendoza,19002.766238669752
mujer,Buenos Aires,157958.97478224445
hombre,Buenos Aires,31933.971042797653
hombre,Santa Fe,29856.21179868348
hombre,Buenos Aires,49103.74226839719
hombre,Buenos Aires,100642.169463276
hombre,San Luis,222500.51918971923
mujer,Buenos Aires,17044.487736915617
mujer,Mendoza,42800.24794388153
mujer,San Luis,96330.6192797559
mujer,Córdoba,55382.78336023226
mujer,Córdoba,35797.28783787884
mujer,San Luis,43804.007545252745
mujer,Córdoba,190220.25579213764
otros,Mendoza,57229.351598133464
mujer,Mendoza,31693.130821082224
hombre,Córdoba,54091.32853293481
otros,San Luis,16235.927493546187
mujer,Buenos Aires,17044.11109501771
hombre,Santa Fe,28743.884272906816
mujer,San Luis,73883.086671569
mujer,Buenos Aires,444933.87718096684
hombre,Buenos Aires,494783.7274951913
mujer,Santa Fe,15190.757664514635
mujer,Buenos Aires,106217.86201411874
mujer,Buenos Aires,50893.68028359572
mujer,Córdoba,165784.392927012
mujer,Buenos Aires,163942.0362912002
hombre,Mendoza,74515.03212856318
hombre,Santa Fe,23061.462977677413
mujer,San Luis,67394.19243477155
hombre,Buenos Aires,54538.58924758287
hombre,Mendoza,55360.270326703285
hombre,Mendoza,30314.389113511537
hombre,San Luis,39457.57657591687
mujer,Buenos Aires,284133.0977557068
hombre,Santa Fe,97970.55124694786
hombre,San Luis,36630.52874952597
hombre,San Luis,68873.20591741113
otros,Córdoba,28325.78940634138
mujer,San Luis,259316.0419271019
hombre,San Luis,34995.17884880018
hombre,Córdoba,102441.78060402337
mujer,Mendoza,74700.2876935029
mujer,San Luis,30668.652078946103
mujer,Buenos Aires,105260.45746614976
mujer,Mendoza,99748.90734387092
mujer,Buenos Aires,44565.93213831364
mujer,Mendoza,38345.168126853685
mujer,San Luis,93481.99741746037
mujer,Buenos Aires,26656.10920597436
hombre,San Luis,42821.43428982777
hombre,San Luis,57781.03450610839
mujer,Santa Fe,22912.025311866488
mujer,Mendoza,55499.784303342836
hombre,Buenos Aires,40633.69061573021
mujer,Buenos Aires,137138.3524640226
hombre,Mendoza,94805.75127798751
hombre,Buenos Aires,188676.40574068736
otros,Buenos Aires,38702.42330024867
hombre,Buenos Aires,207331.4870106975
mujer,Mendoza,24853.455193342303
hombre,Córdoba,71967.78464155736
mujer,Mendoza,53999.74343831602
mujer,Buenos Aires,73526.38338650782
hombre,Buenos Aires,120161.99814107783
mujer,Córdoba,72012.42736299538
hombre,San Luis,26234.91928106805
mujer,Córdoba,118472.59051413284
mujer,Mendoza,59297.03199249628
mujer,Buenos Aires,83068.8544210808
hombre,Mendoza,64045.8158351589
mujer,San Luis,38316.78377624847
hombre,Buenos Aires,46705.33251240932
hombre,Mendoza,160123.29709542714
mujer,Córdoba,34090.98643560316
mujer,Buenos Aires,104343.70071276605
hombre,San Luis,25695.675402478213
hombre,Mendoza,116208.75654144924
mujer,Buenos Aires,111195.55150944082
otros,Santa Fe,37271.3847611208
hombre,Córdoba,131840.94572965405
mujer,Córdoba,109567.69062803211
hombre,Buenos Aires,169718.43538317378
mujer,San Luis,14886.955783384092
hombre,Mendoza,110366.25415066011
mujer,Córdoba,46943.72993458907
hombre,Mendoza,94195.74141751417
hombre,Buenos Aires,79937.33770705022
mujer,Mendoza,90294.82008182621
mujer,Buenos Aires,165173.158626131
mujer,Buenos Aires,56254.35811626895
mujer,Buenos Aires,177977.47363570458
mujer,Buenos Aires,53763.52871232569
otros,Córdoba,39226.62890231661
mujer,Santa Fe,31470.37901494043
hombre,Santa Fe,265240.22871114645
mujer,Buenos Aires,59047.77804582585
mujer,Mendoza,121165.91517101426
hombre,Buenos Aires,219784.59217097945
mujer,Santa Fe,56493.99378424524
mujer,Córdoba,88919.26362475932
hombre,Córdoba,606953.0885835215
mujer,Mendoza,40262.1459308622
mujer,Córdoba,17316.037867234092
hombre,San Luis,82722.0076642009
mujer,San Luis,131429.623130691
hombre,Córdoba,53532.23131558744
mujer,Santa Fe,47288.015853895966
hombre,Córdoba,37392.32426355768
hombre,Córdoba,102601.58808856444
mujer,Buenos Aires,124493.98607755144
hombre,Buenos Aires,121184.74016161385
hombre,San Luis,109279.84598712715
hombre,Buenos Aires,151459.68189239045
hombre,Santa Fe,174373.78059288053
hombre,Buenos Aires,105580.02329914716
mujer,Córdoba,187394.5273765998
mujer,Buenos Aires,60121.742546933565
mujer,San Luis,55389.15747376739
mujer,Mendoza,57297.62347020117
hombre,San Luis,144261.19413127314
hombre,Buenos Aires,159720.94797607587
hombre,Buenos Aires,353520.1623524817
hombre,San Luis,41370.5276047402
mujer,San Luis,74650.13426220417
mujer,San Luis,61385.244605531094
hombre,Córdoba,93374.30239573303
otros,Córdoba,39807.57558779993
otros,Mendoza,45931.34216767276
mujer,Buenos Aires,240961.05621702527
hombre,Buenos Aires,132632.9740858209
mujer,Buenos Aires,105832.09121961432
mujer,Buenos Aires,49975.16489914681
mujer,Mendoza,43420.59415898056
hombre,Mendoza,142127.42645579914
hombre,San Luis,323836.2119160868
mujer,Buenos Aires,135324.3496327422
mujer,San Luis,11214.733229892558
mujer,Córdoba,126207.72909438825
hombre,Córdoba,110622.90232761214
hombre,Mendoza,111253.00601651914
mujer,Buenos Aires,118157.54550201246
hombre,Mendoza,87147.81240539598
hombre,Buenos Aires,141720.6960557912
mujer,Córdoba,12318.461788138065
mujer,Buenos Aires,303707.36896529165
hombre,Santa Fe,70860.24438064323
mujer,Santa Fe,16513.47257035843
mujer,Córdoba,54361.83873242531
mujer,Buenos Aires,105329.59775627081
hombre,Santa Fe,46044.64123957234
hombre,Mendoza,48889.0591122739
mujer,Santa Fe,11476.996722993397
mujer,Buenos Aires,97598.0256319197
mujer,Mendoza,63021.14376958865
hombre,Buenos Aires,72818.24583628739
hombre,Mendoza,34384.372808110835
mujer,San Luis,94118.72074313402
mujer,Córdoba,94803.76412501132
hombre,Mendoza,119213.62992172914
mujer,Córdoba,118107.93176285418
hombre,Mendoza,124698.22583227437
mujer,Buenos Aires,64599.95424760544
mujer,San Luis,73343.9544851526
mujer,San Luis,31835.737440046025
hombre,Santa Fe,96653.62078163137
hombre,Córdoba,492835.8368083757
hombre,Buenos Aires,259884.64026915547
hombre,Buenos Aires,260559.28626920437
hombre,Córdoba,46469.16939158294
hombre,Córdoba,515092.0190130365
hombre,Mendoza,176349.65813913575
otros,San Luis,19793.628081972834
mujer,Córdoba,47009.48064188595
mujer,Córdoba,103586.42650799274
mujer,Buenos Aires,133429.34497401037
hombre,Córdoba,167345.5512293293
hombre,Santa Fe,26590.75900097137
mujer,Buenos Aires,76603.02970079612
hombre,Mendoza,72076.9117843783
hombre,Mendoza,26523.148167892035
hombre,Buenos Aires,152862.70219468826
mujer,Mendoza,100452.37231084348
hombre,Córdoba,82122.3679278393
hombre,Santa Fe,31337.908945756404
hombre,Buenos Aires,79997.05710711323
hombre,Córdoba,42397.49676540119
hombre,Córdoba,229106.93963445167
hombre,Mendoza,142038.565246156
mujer,Mendoza,216201.04652899574
mujer,Buenos Aires,66682.00863723752
mujer,Santa Fe,17085.086230939978
mujer,Córdoba,153144.1735377161
mujer,Buenos Aires,63860.25884439791
mujer,Buenos Aires,26352.41144045771
mujer,San Luis,129631.34053612362
mujer,Mendoza,96936.7128641084
otros,Buenos Aires,26826.786946557593
mujer,Buenos Aires,46899.711561475815
hombre,San Luis,173221.97957845684
mujer,Buenos Aires,26194.416177831154
hombre,Mendoza,146322.6614299989
mujer,San Luis,85240.36345353998
mujer,San Luis,55956.36482951102
hombre,Mendoza,39386.46100605063
mujer,Buenos Aires,66641.33863293157
otros,Buenos Aires,61511.28014625965
hombre,San Luis,112104.48102177343
hombre,Buenos Aires,113453.04941885144
otros,Córdoba,9085.91443028632
mujer,San Luis,61097.56973313767
hombre,Santa Fe,104203.96706011254
mujer,San Luis,126534.18681002207
mujer,Santa Fe,21670.35368162711
mujer,Buenos Aires,97761.26877308135
hombre,Córdoba,560054.4321518508
hombre,Mendoza,165882.5035581025
hombre,Santa Fe,36871.42660889471
hombre,San Luis,72975.88870258434
mujer,San Luis,53942.365060161464
hombre,Mendoza,135171.29281400747
hombre,Buenos Aires,73714.7024234381
mujer,Buenos Aires,125841.14868586924
mujer,Mendoza,67521.8466764559
mujer,Córdoba,51558.65063876823
hombre,Córdoba,141071.30568269023
mujer,Buenos Aires,149648.7865186387
mujer,Buenos Aires,92707.94264836654
hombre,Mendoza,100274.61826473712
mujer,Buenos Aires,55808.32454771371
hombre,San Luis,35854.67445404517
mujer,Buenos Aires,78119.67429265629
hombre,Córdoba,48636.17344147535
hombre,Córdoba,117269.70363827392
hombre,Buenos Aires,435529.1046789032
hombre,Buenos Aires,65433.25923280562
hombre,Mendoza,49878.1393475074
hombre,San Luis,92009.77379904466
mujer,Córdoba,39673.02176240575
hombre,Buenos Aires,227282.03562418974
mujer,San Luis,20334.530580150305
hombre,San Luis,38442.753516102886
mujer,Buenos Aires,124291.6718985625
hombre,Buenos Aires,234827.11041100777
mujer,Buenos Aires,109847.7628069761
mujer,Mendoza,19160.612940801584
hombre,Córdoba,116698.24870831285
mujer,San Luis,66982.38634023147
mujer,Córdoba,79806.74759533392
mujer,Santa Fe,10440.416886110117
mujer,Córdoba,46675.52945901717
mujer,San Luis,74023.81322829718
hombre,Buenos Aires,21804.583768614022
mujer,Buenos Aires,55244.96482158948
mujer,San Luis,97112.1661654883
hombre,San Luis,155984.9432531933
mujer,Buenos Aires,156077.0095541663
hombre,Buenos Aires,1458691.0808989028
mujer,San Luis,29219.920264960114
hombre,Córdoba,76897.33041538995
hombre,San Luis,116624.39614463864
mujer,San Luis,45506.85673586024
hombre,Buenos Aires,87869.51980275675
mujer,Buenos Aires,124543.25142596834
mujer,Buenos Aires,98404.21649112794
hombre,Córdoba,57172.04597566395
mujer,Buenos Aires,51022.88655603045
mujer,Buenos Aires,83659.01931287348
hombre,Santa Fe,29415.298763282022
hombre,Santa Fe,137556.71285474673
hombre,Buenos Aires,239172.5706787545
mujer,Buenos Aires,71095.96572663447
mujer,Buenos Aires,81782.16638219901
hombre,Mendoza,70972.37222141362
hombre,Buenos Aires,167579.19118980956
hombre,Buenos Aires,124879.87481581388
hombre,Mendoza,99743.90988014115
mujer,Buenos Aires,82513.06004224614
hombre,San Luis,87272.55804708539
hombre,Buenos Aires,187714.1693160104
hombre,San Luis,143505.30606826296
hombre,Córdoba,221068.84040884647
mujer,Santa Fe,43635.198431323974
mujer,Córdoba,239739.41668209207
mujer,Buenos Aires,38671.00368488772
mujer,Santa Fe,28426.144929917256
mujer,Córdoba,115334.39376696353
hombre,Córdoba,132365.7552319976
hombre,Buenos Aires,213611.92463052375
mujer,San Luis,49160.56742035133
mujer,Mendoza,99386.05465752694
mujer,San Luis,19093.593038066952
hombre,Santa Fe,65184.140069064786
hombre,Buenos Aires,278322.38052651356
hombre,Mendoza,94757.08648263359
hombre,San Luis,78384.42889021541
mujer,Córdoba,137341.81916951432
hombre,Córdoba,90737.29429910806
mujer,Buenos Aires,24554.558096437817
mujer,Santa Fe,50341.82292114677
hombre,Córdoba,75535.87067246386
hombre,Mendoza,100661.41063685686
hombre,San Luis,60342.66431963887
hombre,Santa Fe,58932.88487736458
hombre,Buenos Aires,268316.8958377512
hombre,San Luis,54246.33563669478
mujer,Santa Fe,37315.3349527058
hombre,Santa Fe,128646.5503750768
hombre,Córdoba,50881.452243727734
hombre,Buenos Aires,139632.77089850124
mujer,Buenos Aires,97923.81644953336
hombre,Mendoza,40136.6463043172
hombre,Santa Fe,124979.05874928948
mujer,Córdoba,198862.37073754513
hombre,Buenos Aires,62472.37984309015
hombre,Buenos Aires,85836.30915715866
hombre,Buenos Aires,55435.53217753711
hombre,Buenos Aires,65514.72455899315
hombre,Mendoza,92063.69638111268
mujer,Córdoba,226385.16289880264
mujer,Mendoza,34489.320475817476
mujer,San Luis,23221.59023838864
mujer,Mendoza,72370.7639299719
mujer,Mendoza,59364.19591847008
mujer,Córdoba,82236.35147087101
hombre,San Luis,30046.522732546186
hombre,Buenos Aires,258212.48212595674
mujer,Mendoza,21498.91766034172
mujer,Córdoba,256527.67942394476
mujer,Buenos Aires,224712.44401618792
hombre,Buenos Aires,215973.05394429684
mujer,Mendoza,33735.251153790705
mujer,San Luis,87886.14811122938
hombre,Buenos Aires,49110.447354002434
mujer,Buenos Aires,82122.67537515041
mujer,Buenos Aires,161679.79359504566
mujer,Mendoza,29616.380240100116
mujer,Córdoba,101155.42261321818
mujer,Córdoba,79114.47154352102
hombre,Mendoza,95030.66183990751
mujer,San Luis,157165.10547050947
hombre,San Luis,32688.55715651863
hombre,Mendoza,90250.53975994716
mujer,Mendoza,36315.47425450777
hombre,Buenos Aires,203949.5180234151
hombre,Mendoza,40462.656946470786
hombre,Córdoba,162280.45937678992
otros,Mendoza,37629.15885201003
mujer,Buenos Aires,78940.24516692084
mujer,Córdoba,100635.9037730942
hombre,Mendoza,101482.9148303884
mujer,Córdoba,131551.35527844372
mujer,Mendoza,36417.088288159575
hombre,Buenos Aires,43942.19681702745
hombre,Mendoza,68648.36779867217
hombre,San Luis,59304.927189475005
mujer,Mendoza,73070.75326727843
mujer,Buenos Aires,51288.65614908793
hombre,Córdoba,167863.98956372414
mujer,Buenos Aires,49797.34673425585
hombre,Buenos Aires,147771.9149415193
hombre,Buenos Aires,64436.65305255816
hombre,Mendoza,71520.11810897864
mujer,San Luis,90761.29524191914
hombre,Córdoba,159357.00845651526
mujer,Buenos Aires,91925.5047541222
mujer,San Luis,30992.72659908426
mujer,San Luis,50215.84912348624
mujer,San Luis,42468.53260343474
hombre,Mendoza,60175.839449675754
hombre,Córdoba,354827.40549396945
mujer,Córdoba,40829.05368406083
mujer,Santa Fe,36523.18743521933
hombre,Mendoza,169876.6395325778
hombre,San Luis,138689.81991860433
hombre,Buenos Aires,57660.32615380391
hombre,Buenos Aires,222804.32892510155
mujer,Córdoba,56771.23435914677
mujer,Mendoza,29126.405086096223
hombre,Mendoza,43137.173355423525
hombre,Córdoba,125855.26751556559
mujer,Córdoba,81668.61276509303
hombre,San Luis,39754.452600295954
hombre,Buenos Aires,242570.3576245218
mujer,Córdoba,98773.99696371482
mujer,Buenos Aires,33915.16183183347
hombre,Buenos Aires,33375.026752663514
mujer,Santa Fe,40532.35767532813
hombre,Buenos Aires,23470.83497047382
mujer,Buenos Aires,32762.726162034804
mujer,San Luis,181398.8488064961
otros,San Luis,20456.049889661685
hombre,San Luis,72914.8628425568
mujer,Santa Fe,43692.202833296295
hombre,Buenos Aires,68347.84177515664
hombre,Mendoza,105849.63714326442
otros,Córdoba,32828.48438598958
hombre,Córdoba,80321.96915633955
mujer,Mendoza,73771.00121225338
hombre,Buenos Aires,50895.40761331249
hombre,Buenos Aires,323841.287602066
mujer,San Luis,139056.29144615814
mujer,Córdoba,22221.338509493955
mujer,Santa Fe,49376.22706105667
hombre,Mendoza,37050.73022954814
mujer,Córdoba,156277.05444037126
mujer,Buenos Aires,65432.689775060586
hombre,Buenos Aires,270879.964241335
mujer,Mendoza,37253.403468641955
hombre,Buenos Aires,480180.1730127106
mujer,Buenos Aires,177214.8366144541
mujer,San Luis,102045.19105344196
mujer,Santa Fe,16944.58609683793
mujer,Buenos Aires,27793.784974299444
mujer,Córdoba,93508.95875183257
hombre,Buenos Aires,234825.71757129874
mujer,Buenos Aires,112770.37875593307
mujer,Buenos Aires,182081.04215665322
hombre,Santa Fe,46303.24116191662
mujer,Mendoza,43190.0288632489
hombre,Buenos Aires,182731.79943555285
hombre,Mendoza,38998.788020398395
hombre,Santa Fe,210905.9126751581
hombre,Mendoza,136935.13482648565
hombre,Córdoba,91652.50759563957
hombre,Buenos Aires,76781.98998890106
mujer,Mendoza,36467.705135823904
mujer,Buenos Aires,515092.57512618403
hombre,Buenos Aires,175389.06930116538
mujer,San Luis,41623.49239286545
hombre,Santa Fe,10443.963456444993
mujer,Buenos Aires,97032.90743316153
hombre,Mendoza,58572.84562912856
hombre,Santa Fe,106257.21218623902
mujer,Buenos Aires,108945.99759781006
mujer,Mendoza,40288.184724547216
mujer,Buenos Aires,150659.30786794686
mujer,San Luis,37143.06151249469
hombre,Mendoza,230268.92904086257
hombre,San Luis,244380.46401406883
mujer,Santa Fe,11320.45452458165
mujer,Santa Fe,50210.17276457386
mujer,Córdoba,28405.388520043187
mujer,Buenos Aires,110630.09429873164
hombre,Córdoba,103767.84485596581
mujer,Mendoza,56451.816465611344
hombre,Santa Fe,32161.086994218902
hombre,Santa Fe,63008.352374489885
mujer,Mendoza,105522.38533816783
otros,Córdoba,23851.089372171504
mujer,Buenos Aires,62825.62535293267
mujer,Buenos Aires,103929.36575266125
otros,Mendoza,25540.928243035258
mujer,Santa Fe,20627.84268237737
mujer,Córdoba,36247.63294341659
mujer,San Luis,76652.15896974374
hombre,Mendoza,73017.6950688385
hombre,Buenos Aires,323020.7481127657
mujer,Mendoza,14664.913155475275
mujer,Buenos Aires,20078.91546302588
mujer,Buenos Aires,100404.57461685379
mujer,Santa Fe,27612.5479461283
hombre,Buenos Aires,104509.5237287676
mujer,Santa Fe,55400.64047315527
hombre,Buenos Aires,164440.22758293964
hombre,Córdoba,70434.56850967318
mujer,Córdoba,27298.222385234658
mujer,San Luis,18312.95608890747
hombre,Santa Fe,86513.3347097164
hombre,Mendoza,110610.54697323084
hombre,Buenos Aires,216475.76691905895
mujer,San Luis,247721.79234897575
mujer,Córdoba,45016.54563456967
hombre,Mendoza,186740.89894088972
otros,Santa Fe,8406.082540897612
mujer,San Luis,75461.06597409035
mujer,Buenos Aires,64328.752770667474
hombre,San Luis,123897.65316538812
mujer,Buenos Aires,230875.95537398636
mujer,Buenos Aires,62798.70090615147
hombre,Buenos Aires,49854.83018563183
mujer,Buenos Aires,80524.27571376867
mujer,Mendoza,56861.43795050143
hombre,Mendoza,114389.89949671242
hombre,Buenos Aires,191865.09668563076
mujer,Buenos Aires,46083.13370103545
hombre,Córdoba,188762.95899415718
hombre,Buenos Aires,84990.10558985054
mujer,San Luis,66386.2145444824
mujer,Mendoza,70242.54813465063
hombre,Buenos Aires,198908.24444145607
mujer,Buenos Aires,41493.93544378719
hombre,San Luis,80672.09826709471
mujer,Córdoba,250866.13695034475
mujer,Buenos Aires,51438.76214429869
mujer,Buenos Aires,118422.55640668051
hombre,Buenos Aires,350061.66048966534
mujer,Santa Fe,58653.979247982636
mujer,Córdoba,67028.54113378764
hombre,Mendoza,81222.58844093725
hombre,Buenos Aires,252714.21707193475
mujer,Buenos Aires,49805.72446953492
mujer,Buenos Aires,137446.33592808864
mujer,Mendoza,21572.399323416765
hombre,Mendoza,75992.63232873267
mujer,Buenos Aires,40850.11822735751
mujer,Santa Fe,89475.73251052921
otros,San Luis,4639.964450485026
hombre,Mendoza,20827.685432538423
hombre,Mendoza,67961.60349892359
hombre,Buenos Aires,248722.80499785615
mujer,Santa Fe,14476.99379746581
hombre,San Luis,70269.88360720742
mujer,Buenos Aires,66869.96370327137
hombre,Mendoza,179282.65948726572
mujer,Buenos Aires,120122.48410134154
hombre,Mendoza,57248.74639936046
mujer,Santa Fe,75242.09657668849
mujer,Santa Fe,310168.84396069986
mujer,Mendoza,28586.009347168976
hombre,Buenos Aires,108153.33042991339
hombre,Mendoza,36169.377172374225
hombre,Santa Fe,34047.45269061025
mujer,Córdoba,54149.138479826004
hombre,Buenos Aires,140693.15575331933
mujer,Buenos Aires,172436.66806652534
mujer,Mendoza,123381.9776012645
